corte,id_avaluo,numero_finca,provincia,canton,distrito,zona,tipologia,perito_id,perito_activo,nivel_confiabilidad,accion_sugerida,moneda,valor_garantia,saldo,ltv,fecha_valor,dias_antiguedad,saldo_equivalente_crc,reglas_incumplidas,detalle,responsables,prioridad,entra_este_mes
2026-04,AV-2024-002962,1-763487,San José,San José,Carmen,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,1019740000.00,,,2023-10-21,922,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,427,false
2026-04,AV-2024-003038,1-805080,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Bodega o nave industrial,PER-007,SI,REVISAR,Verificación documental,USD,5209014.00,2330048.12,0.4473,2023-02-12,1173,1188324541.2,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",185,false
2026-04,AV-2024-003060,1-299108,San José,San José,Carmen,GAM_CENTRO,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,CRC,2979815000.00,,,2024-07-12,657,,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,428,false
2026-04,AV-2024-003086,2-935775,Alajuela,Upala,Upala,RURAL,Terreno baldío rural,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,2427774000.00,,,2024-09-21,586,,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 2958692625.44,Perito Revisor,108,true
2026-04,AV-2024-003103, ,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Casa de habitación,PER-002,SI,NO_CONFIABLE,Re-inspección,CRC,193036000.00,,,2024-11-15,531,,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,109,true
2026-04,AV-2024-003137,6-983218,Puntarenas,Puntarenas,Puntarenas,CIUDAD_INTERMEDIA,Local comercial,PER-007,SI,NO_CONFIABLE,Re-inspección,USD,3835591.00,,,2024-08-11,627,,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,110,true
2026-04,AV-2024-003156,1-598076-197,San José,Santa Ana,Santa Ana,GAM_CENTRO,Apartamento,PER-001,SI,REVISAR,Verificación documental,USD,587145.00,,,2024-08-08,630,,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 99.2 km,Perito Revisor,429,false
2026-04,AV-2024-003188,3-841297,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Terreno baldío urbano,PER-004,SI,REVISAR,Verificación documental,CRC,579417000.00,44137449.86,0.0762,2024-10-23,554,44137449.86,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 50000.0 y 300000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,406,false
2026-04,AV-2024-003198,N/A,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Condominio horizontal,PER-001,SI,NO_CONFIABLE,Re-inspección,USD,431341.00,239832.63,0.556,2024-02-20,800,122314641.3,"R-02, R-08",R-02 Los campos obligatorios deben venir informados: campo informado | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Coordinación de Calidad, Jefe de Garantías",53,true
2026-04,AV-2024-003259,4-893972,Heredia,Belén,San Antonio,GAM_CENTRO,Bodega o nave industrial,PER-004,SI,NO_CONFIABLE,Re-inspección,USD,2234355.00,1214945.12,0.5438,2024-10-25,552,619622011.2,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,22,true
2026-04,AV-2024-003267,4-682504,Heredia,Heredia,Heredia,GAM_CENTRO,Edificio de oficinas,PER-007,SI,REVISAR,Verificación documental,USD,5054223.00,2959303.90,0.5855,2022-03-30,1492,1509244989.0,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,180,false
2026-04,AV-2024-003431,2-939308,Alajuela,Grecia,Grecia,CIUDAD_INTERMEDIA,Casa de habitación,PER-002,SI,REVISAR,Verificación documental,CRC,227436000.00,163784683.23,0.7201,2021-09-25,1678,163784683.23,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,312,false
2026-04,AV-2024-003435,2-805658-258,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Apartamento,PER-006,SI,NO_CONFIABLE,Re-inspección,USD,281133.00,127393.27,0.4531,2024-11-28,518,64970567.7,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 253791.74,Perito Revisor,82,true
2026-04,AV-2024-003448,1-400433-186,San José,Desamparados,Desamparados,GAM_PERIFERIA,Apartamento,PER-004,SI,NO_CONFIABLE,Re-inspección,USD,927661.00,427109.45,0.4604,2024-08-11,627,217825819.5,"R-03, R-04",R-03 El valor total debe cuadrar con la suma de sus componentes: 107516.06 | R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,39,true
2026-04,AV-2024-003458,1-646370,San José,Puriscal,Santiago,RURAL,Terreno baldío rural,PER-001,SI,REVISAR,Verificación documental,CRC,13152388000.00,826953876.32,0.0629,2024-12-30,486,826953876.32,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 15000.0 y 100000.0 (RURAL, CRC)",Perito Revisor,193,false
2026-04,AV-2024-003463,2-644287,Alajuela,Grecia,Grecia,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,426147000.00,71736615.82,0.1683,2024-11-04,542,71736615.82,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 35000.0 y 180000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,380,false
2026-04,AV-2024-003496,3-655910,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Local comercial,PER-006,SI,REVISAR,Verificación documental,CRC,1165975000.00,1069363901.03,0.9171,2024-09-29,578,1069363901.03,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 250000.0 y 900000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,186,false
2026-04,AV-2024-003502,2-357290,Alajuela,Atenas,Atenas,RURAL,Casa de habitación,PER-001,SI,REVISAR,Verificación documental,CRC,224053000.00,114477577.89,0.5109,2024-09-04,603,114477577.89,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 8 km del centroide; observado 94.7 km,Perito Revisor,347,false
2026-04,AV-2024-003506,4-170971,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Terreno baldío urbano,PER-006,SI,REVISAR,Verificación documental,USD,457846.00,241309.04,0.5271,2022-04-29,1462,123067610.4,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,339,false
2026-04,AV-2024-003559,1-363898,San José,Montes de Oca,San Pedro,GAM_CENTRO,Local comercial,PER-001,SI,REVISAR,Verificación documental,CRC,1931375000.00,3592101800.44,1.8599,2024-12-09,507,3592101800.44,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 350000.0 y 1400000.0 (GAM_CENTRO, CRC)",Perito Revisor,157,false
2026-04,AV-2024-003568,1-735554,San José,Santa Ana,Santa Ana,GAM_CENTRO,Casa de habitación,PER-008,SI,REVISAR,Verificación documental,CRC,634681000.00,348967094.44,0.5498,2024-12-14,502,348967094.44,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 81.2 km,Perito Revisor,234,false
2026-04,AV-2024-003573,1-731891,San José,Escazú,Escazú,GAM_CENTRO,Terreno baldío urbano,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,209529000.00,125019222.90,0.5967,2024-10-27,550,125019222.9,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 181119265.3,Perito Revisor,52,true
2026-04,AV-2024-003586,1-648589-097,San José,Tibás,San Juan,GAM_CENTRO,Apartamento,PER-001,SI,REVISAR,Verificación documental,USD,551709.00,232812.07,0.422,2024-04-26,734,118734155.7,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,342,false
2026-04,AV-2024-003595,1-579136,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Terreno baldío rural,PER-009,SI,REVISAR,Verificación documental,CRC,2744776000.00,,,2024-12-04,512,,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 12 km del centroide; observado 50.7 km,Perito Revisor,430,false
2026-04,AV-2024-003618,4-572952,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Terreno baldío urbano,PER-007,SI,REVISAR,Verificación documental,CRC,60975000.00,26845030.30,0.4403,2024-12-03,513,26845030.3,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 42.4 km,Perito Revisor,412,false
2026-04,AV-2024-003649,1-828461-301,San José,Desamparados,Desamparados,GAM_PERIFERIA,Condominio horizontal,PER-007,SI,REVISAR,Verificación documental,USD,748218.00,468670.57,0.6264,2023-07-12,1023,239021990.70000002,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 59.1 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",273,false
2026-04,AV-2024-003926,1-803830,San José,San José,Carmen,GAM_CENTRO,Casa de habitación,PER-008,SI,REVISAR,Verificación documental,CRC,1932131000.00,,,2024-10-17,560,,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,431,false
2026-04,AV-2024-003928,4-190235-030,Heredia,Heredia,Heredia,GAM_CENTRO,Apartamento,PER-001,SI,REVISAR,Verificación documental,USD,274144.00,128193.53,0.4676,2024-08-21,617,65378700.3,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 87.6 km,Perito Revisor,387,false
2026-04,AV-2024-003936,1-626862,San José,Puriscal,Santiago,RURAL,Terreno baldío rural,PER-007,SI,REVISAR,Verificación documental,CRC,204879000.00,699491240.45,3.4142,2024-12-03,513,699491240.45,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 15000.0 y 100000.0 (RURAL, CRC)",Perito Revisor,199,false
2026-04,AV-2024-003941,6-500235,Puntarenas,Puntarenas,Puntarenas,CIUDAD_INTERMEDIA,Casa de habitación,PER-001,SI,REVISAR,Verificación documental,CRC,177950000.00,123451163.36,0.6937,2024-04-26,734,123451163.36,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,337,false
2026-04,AV-2024-003961,1-408286,San José,Escazú,Escazú,GAM_CENTRO,Edificio de oficinas,PER-001,SI,REVISAR,Verificación documental,CRC,25071464000.00,19696766760.71,0.7856,2023-12-09,873,19696766760.71,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,142,true
2026-04,AV-2024-003974,2-634251,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Terreno baldío rural,PER-007,SI,REVISAR,Verificación documental,CRC,3386858000.00,1907613305.04,0.5632,2022-08-11,1358,1907613305.04,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,175,false
2026-04,AV-2025-000002,2-696951,Alajuela,San Carlos,Quesada,CIUDAD_INTERMEDIA,Casa de habitación,PER-002,SI,REVISAR,Verificación documental,CRC,485080000.00,46182816.09,0.0952,2025-01-11,474,46182816.09,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,405,false
2026-04,AV-2025-000009,3-270138,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,277608000.00,164379640.33,0.5921,2025-09-26,216,164379640.33,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 45.6 km,Perito Revisor,310,false
2026-04,AV-2025-000012,3-720097,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Casa de habitación,PER-009,SI,NO_CONFIABLE,Re-inspección,CRC,98907000.00,43743032.33,0.4423,2025-11-23,158,43743032.33,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,90,true
2026-04,AV-2025-000013,1-306654,San José,Escazú,Escazú,GAM_CENTRO,Edificio de oficinas,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,12380284.00,5613013.46,0.4534,2022-11-15,1262,2862636864.6,"R-02, R-08",R-02 Los campos obligatorios deben venir informados: campo informado | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Coordinación de Calidad, Jefe de Garantías",7,true
2026-04,AV-2025-000022,5-720329,Guanacaste,Nicoya,Nicoya,CIUDAD_INTERMEDIA,Local comercial,PER-007,SI,NO_CONFIABLE,Re-inspección,USD,943705.00,675834.07,0.7161,2025-12-28,123,344675375.7,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,29,true
2026-04,AV-2025-000042,5-751971,Guanacaste,Liberia,Liberia,CIUDAD_INTERMEDIA,Local comercial,PER-003,SI,REVISAR,Verificación documental,USD,868351.00,503711.07,0.5801,2025-01-20,465,256892645.70000002,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,263,false
2026-04,AV-2025-000056,1-565517,San José,Desamparados,Desamparados,GAM_PERIFERIA,Casa de habitación,PER-006,SI,REVISAR,Verificación documental,CRC,276176000.00,213485313.85,0.773,2025-11-22,159,213485313.85,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 118.6 km,Perito Revisor,288,false
2026-04,AV-2025-000063,1-191008,San José,Curridabat,Curridabat,GAM_CENTRO,Edificio de oficinas,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,12324627.00,9619862.11,0.7805,2025-11-26,155,4906129676.099999,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,4,true
2026-04,AV-2025-000075,4-127064,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,115426000.00,50651064.05,0.4388,2023-06-24,1041,50651064.05,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",402,false
2026-04,AV-2025-000082,4-367562,Heredia,Heredia,Heredia,GAM_CENTRO,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,CRC,646897000.00,409643827.28,0.6332,2025-04-25,370,409643827.28,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 70.8 km,Perito Revisor,218,false
2026-04,AV-2025-000092,3-260841,Cartago,Cartago,Oriental,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,643802000.00,367336789.86,0.5706,2021-03-14,1873,367336789.86,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,226,false
2026-04,AV-2025-000107,1-534833-172,San José,Santa Ana,Santa Ana,GAM_CENTRO,Condominio horizontal,PER-007,SI,NO_CONFIABLE,Re-inspección,USD,264020.00,149140.37,0.5649,2025-10-17,195,76061588.7,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 283447.99,Perito Revisor,78,true
2026-04,AV-2025-000114,1-337593-022,San José,San José,Carmen,GAM_CENTRO,Apartamento,PER-005,SI,REVISAR,Verificación documental,USD,140826.00,67019.53,0.4759,2023-04-19,1107,34179960.3,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,411,false
2026-04,AV-2025-000116,4-714528,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Casa de habitación,PER-006,SI,NO_CONFIABLE,Re-inspección,USD,210333.00,154200.45,0.7331,2025-07-23,281,78642229.5,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,76,true
2026-04,AV-2025-000119,1-629361,San José,Puriscal,Santiago,RURAL,Casa de habitación,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,105686.00,,,2024-07-28,641,,R-01,R-01 No pueden existir dos avalúos con el mismo identificador: único dentro del corte,Coordinación de Calidad,111,true
2026-04,AV-2025-000119,2-929362,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Finca agrícola,PER-004,SI,NO_CONFIABLE,Re-inspección,CRC,24510532000.00,,,2025-10-12,200,,R-01,R-01 No pueden existir dos avalúos con el mismo identificador: único dentro del corte,Coordinación de Calidad,112,true
2026-04,AV-2025-000128,4-814626,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,78961000.00,315407322.76,3.9945,2025-06-09,325,315407322.76,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 250000.0 y 950000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,241,false
2026-04,AV-2025-000136,1-465456,San José,Montes de Oca,San Pedro,GAM_CENTRO,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,CRC,456070000.00,,,2022-03-23,1499,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,432,false
2026-04,AV-2025-000157,1-286122,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,1459631000.00,573620971.12,0.393,2025-11-06,175,573620971.12,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,207,false
2026-04,AV-2025-000174,4-376105,Heredia,Heredia,Heredia,GAM_CENTRO,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,219731000.00,113953488.41,0.5186,2023-01-14,1202,113953488.41,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,348,false
2026-04,AV-2025-000211,7-105024,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Terreno baldío rural,PER-009,SI,NO_CONFIABLE,Re-inspección,CRC,1326703000.00,,,2025-12-25,126,,R-04,R-04 La tipología y lo construido deben ser compatibles: ambos en cero: la tipología no contempla construcción,Perito Revisor,113,true
2026-04,AV-2025-000216,3-518829,Cartago,Turrialba,Turrialba,CIUDAD_INTERMEDIA,Casa de habitación,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,366369000.00,,,2025-08-23,250,,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 394203544.86,Perito Revisor,114,true
2026-04,AV-2025-000219,2-141010,Alajuela,San Carlos,Quesada,CIUDAD_INTERMEDIA,Casa de habitación,PER-008,SI,REVISAR,Verificación documental,CRC,1062663000.00,205750917.46,0.1936,2025-10-13,199,205750917.46,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,291,false
2026-04,AV-2025-000220,3-438244,Cartago,Cartago,Oriental,GAM_CENTRO,Casa de habitación,PER-002,SI,REVISAR,Verificación documental,CRC,47364000.00,153282194.11,3.2363,2025-08-22,251,153282194.11,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,319,false
2026-04,AV-2025-000290,1-277862,San José,Curridabat,Curridabat,GAM_CENTRO,Edificio de oficinas,PER-006,SI,REVISAR,Verificación documental,USD,12007767.00,5883867.39,0.49,2025-09-26,216,3000772368.8999996,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 79.5 km,Perito Revisor,162,false
2026-04,AV-2025-000296,5-834615,Guanacaste,Carrillo,Sardinal,COSTA,Casa de habitación,PER-004,SI,REVISAR,Verificación documental,USD,242385.00,169701.70,0.7001,2021-05-20,1806,86547867.0,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,374,false
2026-04,AV-2025-000298,6-424314-390,Puntarenas,Quepos,Quepos,COSTA,Apartamento,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,91013000.00,56666439.22,0.6226,2025-08-28,245,56666439.22,R-05,R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe,Coordinación de Calidad,85,true
2026-04,AV-2025-000303,1-662735,San José,Tibás,San Juan,GAM_CENTRO,Terreno baldío urbano,PER-004,SI,REVISAR,Verificación documental,USD,1194865.00,653203.34,0.5467,2023-11-18,894,333133703.4,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,237,false
2026-04,AV-2025-000315,1-877794,San José,Puriscal,Santiago,RURAL,Finca agrícola,PER-004,SI,REVISAR,Verificación documental,CRC,24861686000.00,14175839643.61,0.5702,2022-10-26,1282,14175839643.61,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,143,true
2026-04,AV-2025-000322,3-103259,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Local comercial,PER-007,SI,REVISAR,Verificación documental,CRC,1595316000.00,747114960.41,0.4683,2025-09-06,236,747114960.41,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 98.8 km,Perito Revisor,198,false
2026-04,AV-2025-000331,N/A,San José,Desamparados,Desamparados,GAM_PERIFERIA,Casa de habitación,PER-006,SI,NO_CONFIABLE,Re-inspección,CRC,495069000.00,381383346.53,0.7704,2025-03-16,410,381383346.53,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,28,true
2026-04,AV-2025-000333,1-300341,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Finca agrícola,PER-007,SI,REVISAR,Verificación documental,CRC,33420656000.00,24539245163.63,0.7343,2025-02-14,440,24539245163.63,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 12 km del centroide; observado 75.8 km,Perito Revisor,141,true
2026-04,AV-2025-000360,4-859403,Heredia,Heredia,Heredia,GAM_CENTRO,Terreno baldío urbano,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,138809000.00,,,2025-11-18,163,,R-05,R-05 Las fechas deben tener orden lógico: brecha mayor a 30/15 días,Coordinación de Calidad,115,true
2026-04,AV-2025-000371,4-565674,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Local comercial,PER-006,SI,NO_CONFIABLE,Re-inspección,CRC,1018566000.00,,,2021-04-30,1826,,"R-05, R-08",R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Coordinación de Calidad, Jefe de Garantías",116,true
2026-04,AV-2025-000378,4-851918-351,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Apartamento,PER-004,SI,REVISAR,Verificación documental,USD,111946.00,,,2025-01-16,469,,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 109.4 km,Perito Revisor,433,false
2026-04,AV-2025-000379,1-395045,San José,Santa Ana,Santa Ana,GAM_CENTRO,Edificio de oficinas,PER-004,SI,REVISAR,Verificación documental,USD,7248161.00,3955054.88,0.5457,2025-10-01,211,2017077988.8,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 83.1 km,Perito Revisor,171,false
2026-04,AV-2025-000392,4-713062,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,USD,410139.00,,,2025-09-13,229,,"R-06, R-07","R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 111.7 km | R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 110.0 y 650.0 (GAM_PERIFERIA, USD)",Perito Revisor,434,false
2026-04,AV-2025-000400,1-185516-383,San José,Santa Ana,Santa Ana,GAM_CENTRO,Apartamento,PER-005,SI,REVISAR,Verificación documental,USD,420491.00,,,2022-04-13,1478,,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 72.7 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",435,false
2026-04,AV-2025-000445,1-140514,San José,Goicoechea,Guadalupe,GAM_PERIFERIA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,USD,232694.00,153771.22,0.6608,2025-12-10,141,78423322.2,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 70.4 km,Perito Revisor,377,false
2026-04,AV-2025-000449,1-619657,San José,Curridabat,Curridabat,GAM_CENTRO,Bodega o nave industrial,PER-003,SI,REVISAR,Verificación documental,USD,7548845.00,4290581.70,0.5684,2024-01-09,842,2188196667.0,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,169,false
2026-04,AV-2025-000464,1-751771,San José,Montes de Oca,San Pedro,GAM_CENTRO,Casa de habitación,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,649263000.00,301925559.48,0.465,2025-11-04,177,301925559.48,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 575626377.37,Perito Revisor,31,true
2026-04,AV-2025-000483,1-959677,San José,Montes de Oca,San Pedro,GAM_CENTRO,Bodega o nave industrial,PER-001,SI,REVISAR,Verificación documental,USD,7098485.00,5416378.73,0.763,2025-06-19,315,2762353152.3,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 91.6 km,Perito Revisor,165,false
2026-04,AV-2025-000485,1-940924-131,San José,Montes de Oca,San Pedro,GAM_CENTRO,Apartamento,PER-003,SI,REVISAR,Verificación documental,CRC,157504000.00,112807263.21,0.7162,2023-12-11,871,112807263.21,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,350,false
2026-04,AV-2025-000501,5-636985,Guanacaste,Nicoya,Nicoya,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-009,SI,REVISAR,Verificación documental,CRC,100038000.00,,,2021-08-14,1720,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,436,false
2026-04,AV-2025-000511,3-500074,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Terreno baldío urbano,PER-006,SI,REVISAR,Verificación documental,CRC,260859000.00,214326910.98,0.8216,2023-04-21,1105,214326910.98,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,287,false
2026-04,AV-2025-000532,2-524720,Alajuela,Grecia,Grecia,CIUDAD_INTERMEDIA,Local comercial,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,254494000.00,,,2025-02-28,426,,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,117,true
